Text,Label
"Kedua, gabungan kata ditulis dengan tanda penghubung (-) jika berpotensi menimbulkan persepsi yang salah. 

Misalnya: Nenek adalah ibu bapak-kami (ibu bapak-kami: ibu dari bapak kami).⁣ https://t.co/yia0w2DAp2",NETRAL
"Penulisan gabungan kata memiliki lima aturan khusus dalam penulisannya, berikut thread yang akan menjelaskan kelimanya. Pertama, gabungan kata ditulis terpisah jika gabungan kata tersebut merupakan kata majemuk.

Ingat ya, khusus kata majemuk! Misalnya: Nikah Siri. https://t.co/0jhDDzJqyd",NETRAL
@idwiki 😂😂😂😂,NETRAL
Ada yang mempunyai foto baling sesuai dengan deskripsi ini? https://t.co/7Dutc5tTCT,NETRAL
"@Risnans27 Iya, sayang.",NETRAL
"@dr_ajad Terima kasih, Mas. Pembendaharaan baru lagi, nih.",NETRAL
@junatimberlake FOKUS hey :(,NETRAL
"@Ryzk_ Mabar, yuk?",NETRAL
"Fokus pada padanan kata yang ke dua, ada yang mengetahui seperti apa bentuk permainan dobolo? https://t.co/22HqdZ3XZW",NETRAL
"RT @idwiki: Apa perbedaan antara ""simpati"" dengan ""empati""?

https://t.co/cETIlTf0FN
https://t.co/D6hhIRm6Kn https://t.co/t0oW4esKj6",NETRAL
"RT @sanjaya_adia: Tuh kan jangan seneng dulu dipanggil sayang, siapa tau sayang arti ya ke 2 yakni
- Dia menyesal bersama kamu
- Dia rugi b…",NETRAL
"Selamat pagi, sayang. 😊 https://t.co/mwHgCXVHbS",NETRAL
"@UBMalaysia Tidak mesti, karena keberagaman bahasa sehari-hari juga diperbolehkan. Pun demikian dengan ayam geprek.",NETRAL
"Padanan kata baku untuk penyet adalah penyek. Sudah sarapan pagi ini, twips? https://t.co/9RUo82k9c4",NETRAL
"@Nila_Ami Terima kasih, kak. Akan menjadi koreksi kami ke depannya.",NETRAL
RT @Eno_Bening: Yang bener itu menerjemahkan apa menterjemahkan? @Membetulkan,NETRAL
"@dhumdham Pastikan kedua pasangan di atas sudah menikah ya Mas, agar tidak digerebek.",NETRAL
"@anggablr Pernah kami bahas juga, Mas. https://t.co/2erh7r7wnJ",NETRAL
"@Zachfianaa Adminnya ada banyak, kak.",NETRAL
@Aventgrads Tidak percaya sekali sama admin😞.,NETRAL
@annizzash https://t.co/SJfPSQ8dGW,NETRAL
"@nonadien_ Kamu kan perempuan, kak. Wajar 🙂",NETRAL
@Diarryyy_ Jangan-jangan satu tangan lain sedang ...,NETRAL
"@klose_47 Selamat, Mas 🙂",NETRAL
Selamat pagi di hari #JumatBerkah. Sudah sabsab hari ini? https://t.co/qKgzvfsXeN,NETRAL
"""Hong bao na lai"" yang artinya beri/ bawakan saya angpau. Maklum mimin kan belum menikah. Oh ya, simak videografik tentang angpau berikut ini ya! #GongXiFaCai https://t.co/ssy0B97CbU",NETRAL
"Ada yang bilang bahwa Imlek itu salah satu perayaan keagamaan. Eits, tidak sesederhana itu Ferguso! Simak infografik berikut! #GongXiFaCai https://t.co/KwaPNZ4yHv",NETRAL
"Selamat pagi. Mimin ingin mengucapkan ""Xin Nian Kuai Le, Gong Xi Fa Cai"" yang artinya ""Selamat tahun baru Imlek, selamat sejahtera!"".

Apakah kemarin warganet ada yang mendapat banyak angpau atau justru kalian yang memberikan angpau? https://t.co/ohg5pg4Rsm",NETRAL
"RT @idwiki: (•_•)
&lt;)   )╯Goyangan
 /    \

\(•_•)
 (   (&gt; penyejuk
 /    \

 (•_•)
&lt;)   )&gt; ""timeline""
 /    \",NETRAL
"Tidak hanya tanda petik tunggal, kita juga akan mempelajari pemakaian tanda petik (""..."").⁣
⁣
Terdapat tiga fungsi tanda petik dalam kaidah penulisan bahasa Indonesia. Yuk, kita simak video berikut! https://t.co/WSA9xOdcCv",NETRAL
@atalantageese Buah kepala dong?,NETRAL
"🧔: Jalan, yuk?
👩: Tidak mau, aku segan (malas) sama kamu.

Masih ada yang menggunakan kata segan untuk menunjukkan kemalasan? https://t.co/9jTgSMRLVz",NETRAL
"Prabawa tidak baku, yang baku adalah perbawa. Apakah dalam Bahasa Jawa prabowo juga tidak baku, yang baku perbowo? https://t.co/88FAwJwaQg",NETRAL
"@virgo_ulumudin Berbeda, dalam Bahasa Jawa artinya adalah 'mengeluh' biasa digunakan dengan tambahan kata 'ojo'. Ojo sambat = jangan mengeluh.",NETRAL
@ndaarndaa https://t.co/WHO3EDJN97,NETRAL
@PramoeAga Ada kalanya definisi suatu kata berasal dari serapan bahasa lain.,NETRAL
"@ndaarndaa Benar, dengan makna 'mengeluh'",NETRAL
Apakah definisi kata 'sambat' harus lekas diperbarui? https://t.co/GDq0c6rDjw,NETRAL
"@can7rik @ivanlanin Kata yang baku berdasarkan KBBI adalah ""Muncikari"", sedangkan ""mucikari"" adalah bentuk tidak baku. Jika ingin mengetahui penulisan yang benar, kamu bisa buka https://t.co/sN3IsZo3X5 atau bisa unduh aplikasi KBBI V. https://t.co/4yjjDBcWXy",NETRAL
@Ichasyarief_ Betul! 😂👍,NETRAL
"RT @oktvnad: @Membetulkan Asal kata dari ""poaching"" yaitu teknik merebus isi telur dengan media air mendidih.. #imho",NETRAL
@adzit7 Mimin akan tanyakan ke @BadanBahasa dulu ya. 🙏,NETRAL
@aranggadewii 😂👍 Bagus!,NETRAL
"Hasil jajak pendapat menunjukkan bahwa cara mengolah telur yang paling disukai warganet adalah goreng. 🍳🍳🍳

Nah, apakah warganet tahu bahwa ada proses mengolah telur yang disebut poser atau memposer? Simak infonya dalam infografik berikut! https://t.co/hjeMed8dcr",NETRAL
Eeeeenak! 👌🤤 https://t.co/P8NZ9AxN2Y,NETRAL
@DevinaYo 😂🤣🤣👌 Baik!,NETRAL
"@amaliaak303 Baik. Mimin akan mencoba resep tersebut, agar mimin lebih sehat. Terima kasih atas resep sehat yang kamu berikan. 👌🤤",NETRAL
@rnoviaakahar Baik! 👌😂,NETRAL
"RT @amaliaak303: @Membetulkan Kalau cari praktis sih digoreng ya...🙄
Tp masih kebayang enaknya telur kukus dg ctt sudah dikeluarkan dari ca…",NETRAL
@amaliaak303 Mimin yang anak kos ini belum pernah terpikir cara memasak seperti itu 🤤🤤🤤,NETRAL
"@rnoviaakahar Waduh, kamu dalam sekali makan langsung 2 buah?",NETRAL
"@meydasri Iya ""pan frying"" juga disebut goreng dalam bahasa Indonesia.",NETRAL
@hfzan Sama! 👌,NETRAL
"@Fatmyfirdaus46 ""Asam manis manja"", menarik!",NETRAL
"Halo warganet! Mimin ingin bertanya pada kalian, bagaimana cara favorit kalian saat mengolah telur?",NETRAL
"Selamat pagi! Mari memulai hari dengan artikel menarik dari @mojokdotco berikut ini. 
https://t.co/ngE8jujueH

Setelah membaca artikel tersebut, coba warganet sebut teman kalian yang polisi, hansip, atau tukang parkir bahasa! 😉",NETRAL
@AbdHady07 alergi! 😑,NETRAL
"Wah, ternyata banyak yang tahu kata ""elegi"". Sebagian besar tahu kata tersebut dari lagu. Jadi, apakah arti kata elegi? Simak jawabannya pada video berikut! https://t.co/kJOYWLUPhh",NETRAL
"RT @muzakky261: @Membetulkan @shyahnaz Pejalan anarki (cerita mengalir,  nagih.  Cocok buat mahasiswa)",NETRAL
@tiaramaars Bagus! Rajin membaca pangkal pandai. 👍🏽,NETRAL
@sayaputro https://t.co/XJACBHXSCm,NETRAL
"@elegiangkasa @reggymarrolas Lalu, apa hubungan yang terjalin di antara kalian berdua? *lah *loh",NETRAL
@tiaramaars Kamu bukan anak indie! ERK = Efek Rumah Kaca,NETRAL
Mimin kehabisan kata-kata. 👏🏽👏🏽👏🏽😂 https://t.co/Y6Nfq8Yaig,NETRAL
@as_soetand Terbaik! 👏🏽👏🏽👏🏽👏🏽👏🏽,NETRAL
"@elegiangkasa @reggymarrolas Mohon maaf, dilarang modus di lapak mimin!",NETRAL
"@inirendjana Oh iya. Eh, tapi mimin kira  ""Elegi"" dari Depok itu solois loh!",NETRAL
RT @janprakoso_: Elegi esok pagi ~ Ebiet G. Ade https://t.co/ku8oZ0GDV5,NETRAL
@indra_gtmt Betul!,NETRAL
RT @wakdel: @Membetulkan ‘Elegi’ Mba Dewi Kharisma Michellia.,NETRAL
@Renji_Blues 👏🏽👏🏽👏🏽 Kamu anak nongkrong MTV sejati!,NETRAL
"@roisfaisal Nah, betul! Mimin ikut menyimak kisah cinta Ryan Hidayat dan Nike Ardila juga 😶",NETRAL
@reggymarrolas @elegiangkasa Cieee 😗~🎶,NETRAL
@roisfaisal Hm... Mimin (pura-pura) tidak tahu.,NETRAL
@Renji_Blues @danielhyde69 Duh mimin bukan anak nongkrong MTV Ampuh.,NETRAL
@rudigunawan_17 LENGKAAAAAP!!!! 👏🏽👏🏽👏🏽👏🏽,NETRAL
RT @almaltfyna: @Membetulkan Novel Elegi Renjana dari Stefani Bella,NETRAL
@Renji_Blues Kalau lagu ini mimin sama sekali tidak tahu.,NETRAL
@RodifHafidz Oh iya betuuuul!! Mimin juga tahu lagu itu.,NETRAL
RT @shyahnaz: @Membetulkan 'Elegi Rinaldo' dari Bernard Batubara.,NETRAL
@Paramecwara Tidak apa-apa. Mimin juga bukan anak indie.,NETRAL
"@shyahnaz Apa judul novelnya? Boleh mention dan beri sedikit penjelasan, supaya warganet juga bisa ikut baca.",NETRAL
"@reliabilite Oh ya, mimin tahu juga lagu itu.",NETRAL
@Paramecwara Kamu bukan anak indie!,NETRAL
"Apakah warganet ada yang pernah dengar kata ""elegi""? Apa yang kalian bayangkan atau pikirkan saat mendengar kata tersebut?",NETRAL
"Aku akan menjadi kopimu,
yang rela mengendap sebagai kepedihanmu; 
yang sabar menghangatkan kesedihanmu.
Biarkan harum tubuhku, menenangkan jiwamu. - @agus_noor 

Selamat pagi! 🌤️ https://t.co/Sk5eCUOLVM",NETRAL
"Mimin dapat kosa kata baru dari bahasa daerah, yaitu ""mamel"". https://t.co/HeG12CaMOM",NETRAL
"@dodondwiprastyo ow, menarik nih infonya. Terima kasih.",NETRAL
"@mohyogapermana Ayo, matangkan tekadmu! https://t.co/7yiJH36t2R",NETRAL
"@dodondwiprastyo Wah, mimin belum pernah dengar. Kalau boleh tahu, itu istilah dari bahasa apa?",NETRAL
"Mimin lagi mager, nih! Kalian pasti tidak asing dengan kata itu. Nah, kalau kata ""magel"", apakah warganet ada yang tahu arti kata ""magel""? https://t.co/77PgofdUYP",NETRAL
"@Nandojafar Hidup susah atau tetap mengalami kesulitan, meskipun berada di kesempatan dan lingkungan yang bagus dan menguntungkan.",NETRAL
"Wah, ternyata banyak yang sudah tahu bahwa arti peribahasa ""ayam bertelur di atas padi"" adalah hidup senang atau mewah.",NETRAL
@fanitanggela Tepat! 💯🌞,NETRAL
@aprixxi 💯 Tepat!,NETRAL
@rendrahajing 💯 Tepat!,NETRAL
"Apakah warganet ada yang tahu arti peribahasa ""ayam bertelur di atas padi""?",NETRAL
Selamat pagi 🌞 Ayo semangat menjalani hari agar bisa seperti ayam bertelur di atas padi! https://t.co/ErUo56SreW,NETRAL
"""Aku rindu bukan kepalang dengan ibuku.""

Kalimat itu memiliki arti, bahwa rasa kangen dengan sang ibu bukan buatan alias kangen sungguhan. https://t.co/XGpfNJt9be",NETRAL
@Afrizalrzk Nyai Ontosoroh! Hehe.,NETRAL
"Pada abad ke-19 lebih dari setengah jumlah keseluruhan laki-laki Eropa di daerah jajahan hidup bersama gundik pribumi. Gundik merupakan selir, yang dijadikan pasangan hidup oleh orang kulit putih tanpa ikatan pernikahan resmi. https://t.co/9AkIxasqnq",NETRAL
"RT @NaufalAAdam: Beberapa akun twitter yang gue tahu yang dapat dijadikan referensi untuk mempelajari ejaan Bahasa Indonesia:
-@ivanlanin
-…",NETRAL
"@bund4rr Mahajana merupakan kata tidak lazim, maknanya adalah orang besar ; orang yang amat ternama.",NETRAL
"Selamat pagi, warganet! Ayo-ayo anak Twitter ada yang punya instagram? Follow kami ya, jangan lupa!

https://t.co/LFixEXE61i",NETRAL
@zarsuck 🤘😂 Serigala Seringai!!,NETRAL
@qry_twt Kamu anak indie aliran galau ya?,NETRAL
@reslymalida Bagus sekali nama anakmu 😍,NETRAL
@kangkukuh Kamu bukan anak indie!,NETRAL
"RT @PifPan: A lot of Muslims think that the actual Kaaba 🕋 is the original one, from the time of the prophet, in fact, the Kaaba we have to…",NETRAL
Makanan India/Persia selalu berhasil bikin perutku begah-sebegah-begahnya. Gak ngerti lagi porsi makan mereka banyak banget.,NETRAL
"Phnom Penh ini keren juga, bajaj aja bisa pesen pake Grab. Boleh juga ini diterapkan di Jakarta...",NETRAL
@armelzahfauzi Udah mulai kok.,NETRAL
"""Bisa bahasa"" dengan ""bisa mengajarkan bahasa"" adalah dua hal yg berbeda.

Orang yg bisa suatu bahasa, belum tentu mampu mengajarkannya. Sebab mengajar punya teknik keahlian tersendiri yg perlu dipelajari secara khusus.",NETRAL
"Maaf, hidupku bukan untuk mengurusi kekacauan yang kamu buat dengan tanganmu sendiri.",NETRAL
"Selamat pagi!

Semoga semangat selalu meliputi.
Semoga rezeki terus mendatangi.
Dan semoga hati yang terluka bisa segera terobati.",NETRAL
Kamu sayang sama aku ngga?,NETRAL
"@syahdanmauladi Nah kan...

Gue ngomongin sebagian pendukungnya Prabowo. Itu udah jelas juga tulisannya. Terus kamu nyambernya beda.

Pahamilah omongan orang dng benar. Kalo perlu, baca berkali-kali. Kamu yg harusnya malu, gak bisa paham omongan orang padahal udah jelas.",NETRAL
"Di pinggir jalan-jalan kota Phnom Penh ini aku belum nemu satu pun orang merokok. Kuli angkut sama orang-orang nongkrong juga ga ada yg terlihat ngerokok.
Apa emang ada aturan dilarang merokok di tempat publik? Kalo iya, ini keren banget sih. Perlu dicontoh Indonesia juga kurasa.",NETRAL
"Untuk masalah perbukuan, kurasa Indonesia jauh lebih baik daripada Kamboja.

Aku mendatangi salah satu toko buku pinggir jalan di ibukota (itu pun excited banget bisa nemu). Buku-buku yg dijual kurang menarik, covernya ala buku tahun 80-90 nya kita. Bukan buku bekas padahal.",NETRAL
Evaluasi diri sepenting itu ternyata...,NETRAL
@Agnostik_ID Javanese english ya wkwk,NETRAL
@theo_messakh Masih kok,NETRAL
"RT @Greschinov: Gengs, aku lagi butuh pengajar bahasa Inggris Part Time di Gres Course untuk kelas berikut:

- Basic English
- General/Acad…",NETRAL
"Makan tapi bikin gendut karena hanya di saat hidup saja kita dapat kenyang merasakan makanan, kalau udah meninggal gak bisa https://t.co/G1qXpSYXvl",NETRAL
@dhfraf Dasar kamu,NETRAL
"Aku gak bisa tidur, soalnya laper.",NETRAL
"Aku mau main ke Angkor Wat tapi gak nyangka lho mahal banget tiketnya sampe $38 belum termasuk penginapan dan transportasi.

Masuk Borobudur aja gak semahal itu.",NETRAL
"Kalo dia normal dan rasis, aku bisa paham dng sikapmu. Tapi kalo orang yg gangguan mental kamu ekspos begini, artinya kamu cuma mau memuaskan egomu pada orang yg gak tepat.

Misi panjang my ass. Memperjuangkan persamaan derajat bukan dng mempermalukan orang dng gangguan mental.",NETRAL
"""mEmPerJuaNgkAn pErSaMaAn dEraJaT aDaLaH miSi pAnJanG sAya""

Kok aku ketawa ya... kamu ini aneh. Udah tau dia kena gangguan jiwa malah kamu ekspos. Salah.

Orang dng gangguan mental gak pantas dipermalukan. https://t.co/rJTsAKv8nq",NETRAL
@muhmmadrifkyy kamu belum dapet email pembagian kelas?,NETRAL
"Kebohongan yang dilemparkan berkali-kali, tak menjadikan ia benar.
Justru menjadi sampah yg bertumpuk-tumpuk dan baunya akan sangat mengganggu.",NETRAL
"Tak punya duit diujinya dengan penderitaan, sehingga harus sabar.
Punya duit diujinya dengan godaan yg berat, sehingga harus sabar juga.

Apa pun kondisinya, sabar adalah modal dalam segala hal.",NETRAL
"Setuju!

Dan perlu ada tambahan: Secerdas-cerdasnya cewe adalah yg tak memberikan foto nudes-nya, bahkan kepada pacarnya sekali pun. Sebab kita tak pernah tau apa yg akan si cowok lakukan ke depannya. https://t.co/YfNntEzm2x",NETRAL
@mariaoktaf @kartawijayamaya supersmart lah kan kuliah di Enggresh gitu lho,NETRAL
"Udah gak boleh sebenernya itu.

Ada peraturannya di UU BI. Kalo ada retail yg ngasih kembalian pake permen itu masuknya pelanggaran hukum. https://t.co/TQqilirqOd",NETRAL
"Ini masjid al-Serkal di Phnom Penh. Gak seperti masjid di beberapa negara minoritas muslim, di sini kawasan masjidnya menempati area yg sangat luas.

FYI, kebanyakan penganut Islam di Kamboja adalah dari suku Champa.

Photo by: Erlangga Greschinov https://t.co/yj35qgO9fj",NETRAL
"Pol Pot merupakan seorang Komunis-Autarki puritan, dia ingin memastikan bahwa bangsa Kamboja swasembada total dalam segala hal dan gak butuh bantuan luar negeri. Padahal bangsanya tidak siap untuk itu.

Rakyat yg (dicurigai) berseberangan dng dia, akan ditangkap dan disiksa. https://t.co/rnJLubTf2C",NETRAL
"Tapi kamu bisa lihat isi museumnya di Google Image, coba cari aja kata kuncinya: ""Tuol Sleng Genocide Museum"".",NETRAL
"Jadi, Museum Tuol Sleng ini dulunya merupakan kamp konsentrasi Rezim Khmer Merah, di sini orang-orang diinterogasi dan disiksa sampai meninggal.
Bangunannya udah lama banget. Mau aku ambil selfie di tempatnya sebagai kenang-kenangan juga ga mungkin, karena ini sensitif.",NETRAL
"@SoundOfYogi Museum sejarah orde baru paling sih ya...
Tapi mungkin gak separah Pol Pot ini yg hampir memusnahkan seperempat populasi Kamboja.",NETRAL
"Aku tadi habis dari Museum Genosida Tuol Sleng.

Baru kali ini aku ketemu museum yg mengerikan, isinya tengkorak-tulang belulang, alat-alat penyiksaan, sampai bercak darah korban-nya juga masih ada.

Sekarang aku paham kenapa Rezim Pol Pot jadi luka sejarah bagi bangsa Kamboja.",NETRAL
"Kamboja ini unik, ada dua mata uang yg digunakan: dolar dan riel. Sering kali beli sesuatu pakai dolar, kembaliannya pakai riel, begitu juga sebaliknya.",NETRAL
Paling males ngobrol sama orang yg hobi bragging ttg dirinya sendiri padahal gak ada yg nanya,NETRAL
"Sejago-jagonya orang Indo nyetir mobil, kalo disuruh bawa mobil di negara yang pake sistem stir di kiri pasti awalnya kagok juga. Bisa nabrak malah.",NETRAL
"Jujur, rasa sayangku masih buat kamu.",NETRAL
@ZiaraniAliza Belum. Sabar ya.,NETRAL
"Di Phnom Penh ini aku pikir cari makanan halal susah, tapi ternyata ngga juga...",NETRAL
Ini orang kok senang sekali melangkahi Allah ya.,NETRAL
"Daripada berspekulasi yang nggak-nggak, mending tunggu kepastiannya aja.

Spekulasi terkadang bikin sesat pikir.",NETRAL
"Kamu gak usah sedih...
Kan masih ada aku?
Aku bakal ada di samping kamu kok.

Semuanya baik-baik aja. Semoga hatimu tenang ya.",NETRAL
"Buatku, kesabaran, ketelitian, dan menghargai proses adalah kunci utama untuk mendapatkan kemenangan.

Dan itu yang gak ada pada diri Anda.

Biarkan KPU dan KPPS bekerja sebagaimana mestinya. Ada 800 ribu lebih TPS se-Indonesia dan kamu gak usahlah berkomentar ""lambat sekali"". https://t.co/iRknzggFUQ",NETRAL
"Kalau Allah udah berkehendak, aku bisa apa?",NETRAL
"Aku sudah minum obat, tapi anxiety-ku masih meninggi dan menusuk-nusuk.
Tampaknya aku memang terlalu lelah untuk hari ini. Udah waktunya segera istirahat.
Kamu juga jangan tidur terlalu malam ya, ingat kesehatanmu juga...",NETRAL
"RT @ichaebobb: @Greschinov saya pendukung prabowo, saya sangat menghargai hasil dari KPU. jangan terpancing emosi dan menjadi pecah belah.…",NETRAL
"RT @doublleNa: @Greschinov Saya pendukung prabowo biasa aja , gak ada dendam dendaman. Namanya juga pesta demokrasi.... 
ya kalah menang, h…",NETRAL
"Aku tak mau berdoa ""semoga capres X dimenangkan!"". Sebab doa semacam itu mengusik nuraniku.

Aku berdoa agar Tuhan memberikan yg terbaik untuk bangsa ini. Dengan demikian, apa pun hasil pemilu nanti, dapat diterima dng lapang dada.

Tuhan tahu mana yg terbaik, kita ngga tahu.",NETRAL
"Aku memohon ampun dan pertolongan dari Tuhan, semoga dendam politik dijauhkan dari hati kita karena itu jelas memecah belah bangsa kita.
Mari bersikap legowo, siapa pun yg menang atau kalah nantinya, itu adalah takdir dari Tuhan yg hendaknya dapat diterima dng baik.",NETRAL
"Kalau Prabowo dinyatakan kalah oleh KPU, yang aku takutkan adalah munculnya dendam politik yg semakin berlipat dari sebagian para pendukungnya.
Di periode 2014-2019 saja sudah terlihat banget kebencian itu, sebab sebagian mereka itu merasa dicurangi, dizalimi, dan dimanipulasi.",NETRAL
"Pilihannya cuma dua: bangkit bertumbuh atau jatuh terkubur dalam sejarah.
Tidak ada yg lain.",NETRAL
Kebanyakan halu itu gak baik guys.,NETRAL
"Pemilu yg melibatkan ratusan juta orang dan ratusan ribu TPS, pasti ada aja masalah yg muncul. Gak perlulah nyalah-nyalahin KPU dan KPPS sampe sebegitunya.

Nilailah kinerja mereka secara adil.

They did their job outstandingly. Two thumbs up for them.",NETRAL
"yang lagi marah-marah dan gak puas sama hasil pemilu, sana ambil wudu gih, banyakin shalawat.",NETRAL
"Mohon aturan presidential threshold itu dihilangkan saja.

Aku muak melihat kontestasi politik yg polanya bisa ditebak seperti tahun-tahun sebelumnya: Sama-sama klaim kemenangan, nanti KPU umumin hasil resmi, habis itu ada gugatan ke MK.

Sungguh demokrasi yg membosankan.",NETRAL
"Bau-baunya seperti akan ada gugatan ke MK lagi, mengulangi sejarah.",NETRAL
"Apa pun hasil pemilunya, mohon segala pihak untuk bersikap bijak.

Bijak dalam menyikapi situasi menyenangkan atau pun yg tak menyenangkan, akan membuahkan pahala. Insya Allah.

Semoga Allah menganugerahkan yg baik-baik pada bangsa ini setelah pemilu usai. Amin.",NETRAL
"RT @Cameliahdni: Sebagai pemilih, saya berusaha follow up kedua sisi. Saya senang sekali membaca twit kak @Greschinov yang membahas kedua s…",NETRAL
"Halo, pendaftaran kursus online (Jepang, Jerman, Mandarin, Korea) akan segera ditutup. Buat kamu yang ingin ikut, bisa segera daftar hari ini.
Biaya kursusnya masih sama seperti sebelumnya, yaitu Rp40.000 per satu bahasa. Daftarkan dirimu di sini: https://t.co/yutr8Iq0gR",NETRAL
"@rindawatirinrin nah, ini penting...",NETRAL
"Ada yg ngomong, pemilu di Indonesia kali ini termasuk yg paling ribet sedunia.

Terlepas dari bener-tidaknya, aku percaya dng omongan ini karena emang nyatanya ini pemilu yg paling ribet yg pernah kualami.

Surat suaranya sampe ada 5. Butuh waktu agak lama juga di bilik suaranya.",NETRAL
Aku sempet bingung cara melipat kembali surat suaranya karena si surat suara gede banget kayak kapal VOC,NETRAL
"Hey kamu,
Jangan begadang ya.
Nanti nyoblosnya kesiangan.",NETRAL
"Aku tak mencari orang yg sempurna.
Aku mencari orang yg mau terus berkembang dan selalu haus untuk bertumbuh.
Kesempurnaan adalah kodrat Allah semata, sedangkan berkembang adalah pilihan.",NETRAL
"Rencana Tuhan sudah pasti indah.
Cuman kitanya aja yg suka gagal paham gimana cara Tuhan menjalankan rencananya.",NETRAL
"@pegscart betul, seluruhnya online.",NETRAL
"@jewliette ya, gak tatap muka. karena kursus online.",NETRAL
Silakan disebarluaskan pengumuman ini. Semoga bermanfaat buat mereka yg lagi nyari kerja part time. Terima kasih!,NETRAL
"Format subjek emailnya: [Kelas yang dilamar]_[Nama Kamu].

Contoh, lamaran buat pengajar TOELF Preparation, berarti format subjek emailnya: TOEFL Preparation_Erlangga Greschinov.

Buat yang ngelamar di kelas aksen, jangan lupa cantumkan rekaman bicaramu selama satu menit.",NETRAL
"Gengs, aku lagi butuh pengajar bahasa Inggris Part Time di Gres Course untuk kelas berikut:

- Basic English
- General/Academic Writing
- TOEFL Preparation
- Accent (American/British)

Domisili di mana aja boleh ngelamar. Kirimkan lamaranmu ke greschinov@gmail.com.",NETRAL
"Beberapa omongan untuk menghadapi bully:
- ""Orang tuamu ngajarin ngomong gitu ya?""
- ""Ayo, teruskan bully-mu itu. Aku masih dengerin ini. Udah? Segitu aja?""
- ""Akhirnya aku tau, siapa yg bakal aku seret ke hadapan Allah di hari penghakiman kelak.""",NETRAL
"Bully tidak bisa dibalas dengan bully, kita bukan mereka. Jangan mengikuti jejak pikiran dan kelakuan mereka.
Apakah kita bakal diem aja? Ngga... Kita akan pikirkan gimana caranya untuk membuat mereka malu dan kehilangan mukanya karena melakukan itu.",NETRAL
"RT @Greschinov: ""Kok hidup gue gini terus ya...""

Gak ada sesuatu yg ""begini terus"", segala hal di alam semesta akan terus berubah selama e…",NETRAL
"RT @le_Parisien: Bonjour à tous. Ce mardi à 3h30, les pompiers ont annoncé que l'incendie à Notre Dame de Paris, qui s'était déclenché vers…",NETRAL
"RT @MuhammadiyahGL: Yang besok mau nyoblos hati-hati ya jarinya, tinta pemilu tidak sah untuk wudu. https://t.co/O0IVi52Kpe",NETRAL
"@redbeans___ budget ngepasnya ini sih... kadang juga aku pengennya bawain oleh-oleh, tapi ya jangan diminta. Oleh-oleh itu inisiatif dikasih, bukan diminta.",NETRAL
@meylisaagustina makasih yaa... segala doa yg baik-baik juga buatmu. :D,NETRAL
"Salah satu faktor yg membawa kejayaan Islam di abad ke-8 dan ke-9 adalah buku.

Mereka belajar dari bangsa Cina caranya membuat kertas, sehingga pabrik-pabrik kertas didirikan, toko-toko buku bertebaran di penjuru negeri.

Bangsa Eropa baru belajar membuat kertas ini kemudian.",NETRAL
"Betul, aku didiagnosis depresi berat.

Tapi... Itu bukan berarti aku berhenti memberikan kebaikan.
Bukan berarti juga aku berhenti berkarya.
Bukan juga aku berhenti menyebarkan semangat.

Ranting hatiku memang sedang patah, tetapi akar hatiku tetap masih tegar dan kokoh.",NETRAL
"""Kok hidup gue gini terus ya...""

Gak ada sesuatu yg ""begini terus"", segala hal di alam semesta akan terus berubah selama entropi terus berjalan.

Begitu juga kamu. Gak mungkin kondisimu bakal begitu terus, akan ada titik di mana kondisimu bakal berubah. Just wait okay.",NETRAL
"Aku bukan termasuk golongan orang yg suka minta oleh-oleh, karena aku juga ngga suka kalo kemana-mana dimintain oleh-oleh.",NETRAL
"Aku udah tahu persis apa yg udah kamu lakuin sih, tapi aku keep aja informasi itu buatku pribadi, seolah-olah aku gak pernah tau apa-apa.",NETRAL
Gak mudah cari orang yg mau menghargai sebuah hubungan.,NETRAL
@gembrit Belum dapet pengajarnya nih,NETRAL
"Provide [someone] with.
Provide for [someone].

Examples:
I provide him with some learning materials. ✅
I should provide for my family first. ✅",NETRAL
@TyaSgn @wingewr iya belum,NETRAL
"Aku takkan mengatakan bahwa kamu bodoh.
Kamu sendirilah yang harusnya ngomong begitu ke diri kamu.",NETRAL
@hendralm gak apa-apa mas mungkin kita sodara ketemu gede,NETRAL
"All prices rise. ✅
The companies raise their productivity. ✅

Rise merupakan verba intransitif (tak perlu objek), artinya ""meningkat/naik"", sedangkan raise merupakan verba transitif (perlu objek), artinya ""meningkatkan/menaikkan.""",NETRAL
"Belanda masih memiliki beberapa kawasan yang dilindungi benteng berbentuk bintang. Contohnya seperti di Naarden, Hulst, dan Bourtange.
Benteng bintang ini efektif dalam pertahanan menghadapi meriam di abad ke-16 dan ke-17 dulu. https://t.co/MCpdZKSsNj",NETRAL
"Selamat pagi!
Semoga segala rezeki terbaik dikaruniakan, segala tangis dihapus, dan berbagai permasalahan dapat ditemukan jalan keluarnya.",NETRAL
"Aku orang yg bisa dibilang sangat berhati-hati dalam mengeluarkan uang. Tapi kalau soal hati dan perasaan, buatku uang menjadi gak relevan lagi nilainya, sehingga gak bakal aku punya detil perhitungan seperti ini. https://t.co/A99OdYVIkQ",NETRAL
